,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Labels,Labels_list
92,1B6dREjImjLGCFccrUKWq2,After You've Gone - Instrumental,12,150093,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.785,0.391,5,-11.154,1,0.0623,0.808,0.875,0.0941,0.924,115.616,4,"power, tension, sadness","['power', 'tension', 'sadness']"
93,20nNU6iPKNBjiwojolqC4t,"Clarinet Lament, ""Barney's Concerto"": Clarinet Lament (Barney's Concerto)",12,191520,0,Duke Ellington,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.497,0.2,8,-13.516,1,0.0435,0.968,0.719,0.451,0.435,96.057,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
94,4F2uV1GxPPSb03G1CB4R0M,Sometimes I'm Happy - Live,11,253307,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.455,0.325,8,-17.504,1,0.264,0.655,0.0299,0.369,0.458,119.962,4,"power, tension","['power', 'tension']"
95,6oGZyUWhRx6wBVUfevTwtc,I Got Rhythm - Live,12,291400,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.427,0.93,5,-13.846,1,0.0445,0.654,0.743,0.954,0.3,152.623,4,"power, tension, sadness","['power', 'tension', 'sadness']"
96,0yfnfLUu0hdnT4r5BlTLsQ,Life Goes to a Party - Live,11,244933,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.662,0.522,0,-14.513,0,0.039,0.514,0.798,0.378,0.579,116.103,4,"power, tension, sadness","['power', 'tension', 'sadness']"
97,3TWrnze5HBOjx6sSUOSctg,Kissin' My Baby Good-Night,10,196200,0,Duke Ellington,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.585,0.399,7,-11.901,0,0.372,0.942,0.173,0.067,0.803,77.979,4,"tenderness, sadness","['tenderness', 'sadness']"
98,3h44aLarb3Hp2mMiDWFTrB,The Man I Love - Live,11,215107,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.504,0.344,5,-19.052,0,0.111,0.91,0.636,0.919,0.348,80.477,4,tenderness,['tenderness']
99,3pPY2KeqQgDbkgXpgnJDrr,Sensation Rag - Live,10,72093,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.572,0.666,5,-12.343,1,0.0432,0.27,0.807,0.281,0.617,134.763,4,"power, tension, sadness","['power', 'tension', 'sadness']"
100,3ssHvnHfJFqAExJcYSkzbH,I Saw the Light,11,162600,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.735,0.562,9,-6.654,1,0.0312,0.729,0.0,0.0898,0.851,110.345,4,"solemnity, sadness","['solemnity', 'sadness']"
101,4UCplmlBFhhX99K8LbBffr,Blue Reverie - Live,10,211840,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.483,0.299,0,-22.108,1,0.265,0.309,0.418,0.892,0.266,73.181,4,"power, tension","['power', 'tension']"
102,552vLVm59480hKNAqR7ymP,I'm Coming Virginia - Live,10,131107,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.522,0.34,5,-19.385,1,0.206,0.285,0.817,0.547,0.568,101.056,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
103,6bSFqXco9kZbg1IFmGYwlY,Benny Goodman 1950 Introduction - Live,10,52133,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.711,0.24,10,-21.798,0,0.933,0.975,0.0,0.117,0.702,125.728,3,"power, tension, sadness","['power', 'tension', 'sadness']"
104,71885ZTZCfhIsyWGuedUGH,Freight Train Blues,10,157292,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.555,0.506,7,-10.239,1,0.147,0.804,1.53e-06,0.115,0.706,171.736,4,tension,['tension']
105,08czNLLMCcrgPoNQVbAjPW,Loch Lomond - Live,9,183867,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.664,0.232,7,-14.138,1,0.152,0.727,0.0,0.39,0.485,115.638,4,"power, tension","['power', 'tension']"
106,0CIRYGtFan5C3t1udR9A2p,Liza (All The Clouds'll Roll Away) - Instrumental,9,175533,0,Benny Goodman Sextet,['33N6sGOKJwLGOnq31ZmEl1'],1938,0.626,0.287,8,-17.083,1,0.0426,0.989,0.684,0.232,0.897,112.317,4,"power, tension, sadness","['power', 'tension', 'sadness']"
107,0jIadNdycQFtCc2BubnurY,"Trumpet In Spades, ""Rex's Concerto"": Trumpet In Spades (Rex's Concerto)",8,189000,0,Duke Ellington,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.488,0.532,8,-9.093,1,0.178,0.952,0.917,0.113,0.85,78.297,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
108,0tYvYBZmF8xsB2zhZCkLJs,Body and Soul - Live,9,190360,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.451,0.322,1,-17.146,1,0.0294,0.923,0.858,0.262,0.58,83.592,4,tension,['tension']
109,2OCiQGct4wAUOQcHmSkHif,Setting Up for Jam Session - Live,8,39560,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.248,0.516,10,-25.254,0,0.354,8.96e-05,0.849,0.41,0.0374,85.935,4,"power, tension, sadness","['power', 'tension', 'sadness']"
110,33izy4mhfEZe8oWuMmv8PD,"Sing, Sing, Sing - Live",9,732333,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.497,0.491,11,-12.128,1,0.115,0.646,0.781,0.979,0.149,109.325,4,"power, tension, sadness","['power', 'tension', 'sadness']"
111,4B0Xy8COjRqZXaUpoEnfcL,It Was A Sad Night In Harlem,8,176040,0,Duke Ellington,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.517,0.216,8,-11.868,0,0.0298,0.889,0.0346,0.111,0.439,82.07,4,"tenderness, sadness","['tenderness', 'sadness']"
112,5Eum7gvyrgRdWS9to9c08K,Shine - Live,9,55227,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.575,0.89,7,-11.983,1,0.671,0.644,0.828,0.427,0.4,176.195,4,"power, tension, sadness","['power', 'tension', 'sadness']"
113,5hBF3Kz7PiI8g83PGatpod,Blue Room - Live,8,156173,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.586,0.461,1,-13.887,1,0.0375,0.761,0.785,0.0791,0.503,170.728,4,"power, tension","['power', 'tension']"
114,6uidiSJ2xvXO6VPLDax7nR,When My Baby Smiles at Me - Live,9,52200,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.367,0.94,0,-13.034,1,0.372,0.458,0.774,0.421,0.295,185.574,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
115,73347PI2pPm6GSFOdEvWlz,"Yearning For Love, ""Lawrence's Concerto"": Yearning For Love (Lawrence's Concerto)",8,174240,0,Duke Ellington,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.524,0.12,7,-15.082,0,0.0689,0.991,0.862,0.0551,0.404,85.416,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
116,7eizsW2og5wlRSAk7Q1bFw,I'll Never Fail You (with Teddy Wilson & His Orchestra),8,177973,0,"Billie Holiday, Teddy Wilson","['1YzCsTRb22dQkh9lghPIrp', '0tg5uVI4VjzZOFzBryJZii']",1938,0.602,0.201,2,-11.757,0,0.0515,0.981,0.136,0.0828,0.398,140.107,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
117,0LVNarppo2xHif0GRCCFzK,Avalon - Live,6,253427,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.69,0.797,3,-9.853,1,0.0315,0.831,0.716,0.889,0.668,125.644,4,sadness,['sadness']
118,0NA1ncDYyelrB7mOx7MINy,The Precious Jewel,6,165140,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.538,0.239,7,-10.619,1,0.0932,0.963,0.0,0.373,0.562,175.173,3,sadness,['sadness']
119,0mMBCBuni37BDzgppkFtIj,Body and Soul - Live,6,45093,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.71,0.219,1,-22.629,1,0.929,0.984,7.2e-06,0.12,0.652,128.628,3,tension,['tension']
120,1mxtkrP7NPmJzElZOqAhiE,Low and Lonely,7,153200,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.813,0.415,9,-9.322,1,0.0286,0.93,0.0248,0.0988,0.923,101.912,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']"
121,2Kye7UGKPMOsUFLVgi01mJ,Dizzy Spells - Live,7,337173,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.357,0.728,1,-15.156,1,0.0309,0.418,0.653,0.0766,0.604,178.694,4,"power, tension","['power', 'tension']"
122,2rInWENSRbinsKSUsTgd6b,You're Too Lovely to Last - Take 1,5,168467,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1938,0.496,0.0937,3,-15.485,1,0.0365,0.981,0.0,0.263,0.249,90.929,4,"power, tension","['power', 'tension']"
123,2x3tCTlQVdWBPiLQSkehjl,That's All I Ask of You - Take 1,5,176733,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1938,0.59,0.117,0,-15.129,1,0.0718,0.976,0.0,0.168,0.41,101.185,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
124,3VhUuDkrh3izHBfltFrdCs,If Dreams Come True - Live,7,153667,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.498,0.348,1,-15.233,1,0.0374,0.517,0.43,0.221,0.486,154.976,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
125,3dFMBXwSpePhRPiA0rHz4t,Everything Happens for the Best,5,168760,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1938,0.568,0.278,10,-10.254,1,0.054,0.935,0.0,0.257,0.403,95.737,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']"
126,5ApLwBTChkCKTlPrEiFk70,This World Can't Stand Long,6,159707,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.619,0.359,7,-7.464,1,0.036,0.785,0.0,0.284,0.86,168.614,4,tension,['tension']
127,63xe5e9LkXh5C6m7eyLkSl,China Boy - Live,7,285027,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.381,0.677,5,-17.279,1,0.0401,0.672,0.86,0.692,0.702,168.994,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
128,76sqwGGnLcEOQfsCXjLFqW,The Ghost of Smokey Joe,6,167323,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.745,0.205,5,-12.133,0,0.176,0.933,0.000139,0.156,0.392,108.715,4,sadness,['sadness']
129,7CGO86tLEtwxrBsc2f8kf7,Great Speckle Bird,7,171363,0,Roy Acuff And His Crazy Tennesseans,['74ai7tm6tsGtWjcM64ojRT'],1938,0.695,0.24,5,-10.003,1,0.0378,0.974,0.0,0.187,0.709,125.418,4,sadness,['sadness']
130,0116fbG77L3KJeOuqO4oDW,Luck Be A Lady - (from the musical 'Guys And Dolls '),0,136707,0,Barry Manilow,['3alW3LYQS8K29z8C8NSLIX'],1938,0.575,0.495,1,-13.492,1,0.056,0.267,0.0,0.283,0.726,143.95,4,"tenderness, sadness","['tenderness', 'sadness']"
131,03sDamG97K2GTFuadBPaJv,Don't Be That Way - Live,0,17667,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.678,0.149,8,-23.793,0,0.948,0.986,0.0,0.119,0.837,144.483,3,tension,['tension']
132,06d2xkViOFCWQXR7hYCfcN,Nunuțo,4,174968,0,Cristian Vasile,['7FLIM5DxOgzvUQoEDVGJ1x'],1938-01-01 00:00:00,0.66,0.295,0,-11.338,0,0.0577,0.995,0.0,0.411,0.659,116.245,4,sadness,['sadness']
133,08MlNLkj4XjOsdcActOVhB,Blue Reverie - Live,0,23773,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.704,0.171,10,-22.755,0,0.948,0.953,1.75e-06,0.143,0.803,107.645,5,"power, tension","['power', 'tension']"
134,0B47jRCv4fFRMXndAHJEbO,Noapte bună mimi,0,176849,0,Jean Moscopol,['71k9mSOkLnVSQ3mw3qIhTN'],1938-01-01 00:00:00,0.354,0.423,7,-10.548,0,0.0475,0.988,0.142,0.177,0.266,63.054,4,"power, tension","['power', 'tension']"
135,0DsAfFX9SERLBnBBwzkmVa,Sakhi Kahare Kohibo,0,196680,0,Maya Basu,['1OGEweZCWcyB2wSkCuZHXa'],1938-12-31 00:00:00,0.484,0.313,5,-10.207,0,0.07,0.962,0.0,0.181,0.25,70.525,4,tension,['tension']
136,0EgySZYIS9sQib3OHugfmd,Goodbye - Instrumental,3,198533,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.269,0.161,3,-15.609,0,0.0342,0.979,0.796,0.115,0.138,73.919,4,"power, tension","['power', 'tension']"
137,0FEmpTYaZixqPdJDJeFvbv,The Jumpin' Jive,1,169497,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.693,0.474,5,-13.112,0,0.181,0.877,0.00473,0.134,0.626,91.834,4,power,['power']
138,0Flc3LqCcD5yvp6tFcGHz2,Avalon - Live,0,22973,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.716,0.214,3,-21.489,1,0.946,0.985,0.0,0.154,0.849,60.555,3,sadness,['sadness']
139,0HGJkgEZZKZl31DS5tlo27,Frankie And Albert (157-A),0,264908,0,Lead Belly,['3Ovf2lytXSXWFM2cwsJACC'],1938,0.556,0.234,7,-17.541,1,0.0447,0.994,0.808,0.191,0.733,98.329,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
140,0KNql3hCgwu1dpScGv4zag,Twenty Years of Jazz - Live,0,15427,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.612,0.114,1,-21.184,1,0.958,0.964,0.0,0.14,0.884,181.422,3,tension,['tension']
141,0MOfdj9OkU7FQCxrGweP3s,William,0,274843,0,Lars Lervik,['5Ovz0O5zlwkZOavO4p3aNi'],1938,0.301,0.301,9,-16.025,0,0.0405,0.74,0.889,0.112,0.0567,116.088,4,"power, tension","['power', 'tension']"
142,0NOYMif1SxLCwHu1LEdK0F,Regen,0,150000,0,Dampfwalzi,['41GUFwc0gpqt495qHXpxFB'],1938-02-26 00:00:00,0.458,0.0285,4,-25.887,0,0.0431,0.976,0.936,0.0934,0.0344,120.167,4,"power, tension","['power', 'tension']"
143,0Tp7zmZrJ2mmSArhyifp0J,Nu!,0,190903,0,Cristian Vasile,['7FLIM5DxOgzvUQoEDVGJ1x'],1938-01-01 00:00:00,0.46,0.241,0,-14.111,1,0.0409,0.989,4.28e-05,0.193,0.297,115.169,4,sadness,['sadness']
144,0adObJDUiAvwhql1nrOpUv,"Lili, lulu, lola, lala",0,195109,0,Jean Moscopol,['71k9mSOkLnVSQ3mw3qIhTN'],1938-01-01 00:00:00,0.61,0.325,0,-11.945,1,0.0399,0.98,7.19e-05,0.14,0.788,123.196,4,"power, tension","['power', 'tension']"
145,0fLJsq4tg2Ue5RRuQqS8Ps,The Scat Song,3,161763,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.721,0.476,3,-13.285,1,0.107,0.966,0.119,0.113,0.763,128.021,4,sadness,['sadness']
146,0lYPxwrlnB3lA3Xip2aKOO,Through Heaven's Eyes,0,176679,0,Sierra Nelson,['7nLIY86aCHjy4FAOPwd7J7'],1938,0.596,0.384,9,-15.836,1,0.0495,0.544,1.03e-06,0.13,0.582,120.168,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
147,0ocpdYZ76nPF1qLloIfudz,My Baby I've Been Your Slave,3,184800,0,Sonny Boy Williamson II,['69VgCcXFV59QuQWEXSTxfK'],1938,0.551,0.392,4,-5.146,0,0.057,0.989,0.0112,0.0891,0.67,69.806,4,nostalgia,['nostalgia']
148,0pwqxyGzFFw7oIGTgJ8QU4,Long Gone Blues,4,185773,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1938,0.557,0.209,10,-10.778,1,0.0467,0.907,0.00414,0.117,0.502,94.096,4,tenderness,['tenderness']
149,0utyfnOJx49B6BSakotwvy,Who's Yehoodi?,1,189510,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.514,0.238,5,-15.29,0,0.142,0.958,0.123,0.279,0.671,201.483,4,"tension, sadness","['tension', 'sadness']"
150,18B6P04ShZ64yjdOHLieVg,Hai Koi Dil Lene Wala,0,182086,0,Jnan Dutt,['7CxWRdTh1PRIKQGWHNe1Ua'],1938-12-31 00:00:00,0.491,0.226,10,-11.769,1,0.0468,0.994,0.00787,0.431,0.452,69.062,4,tension,['tension']
151,1KQn7J7orQ1vqgL0zD5UZS,Joe Louis and John Henry,2,174373,0,Sonny Boy Williamson II,['69VgCcXFV59QuQWEXSTxfK'],1938,0.705,0.382,10,-7.135,1,0.0639,0.995,0.805,0.131,0.751,83.702,4,"power, tension","['power', 'tension']"
152,1Li7uSatKxhSVlz8Z05lKs,Doggin' My Love Around,2,195453,0,Sonny Boy Williamson II,['69VgCcXFV59QuQWEXSTxfK'],1938,0.459,0.401,4,-4.884,0,0.0724,0.976,0.0,0.0843,0.642,78.855,4,"power, tension","['power', 'tension']"
153,1P8lnT6KVXe2ahjccp0ymz,I Got the Sun in the Morning,0,116471,0,Sierra Nelson,['7nLIY86aCHjy4FAOPwd7J7'],1938,0.638,0.309,7,-16.395,1,0.0722,0.387,1.69e-05,0.102,0.633,84.976,4,"power, tension","['power', 'tension']"
154,1UozAHJPjUi3TXRTO0pNcO,Good Gravy,2,172107,0,Sonny Boy Williamson II,['69VgCcXFV59QuQWEXSTxfK'],1938,0.678,0.379,5,-3.222,1,0.0781,0.966,3.72e-06,0.0471,0.92,107.133,4,power,['power']
155,1W8kKoSMBBL1cBAKQRtPeI,Flying Home - Instrumental,4,194973,0,Benny Goodman Sextet,['33N6sGOKJwLGOnq31ZmEl1'],1938,0.709,0.306,8,-16.092,1,0.0358,0.924,0.524,0.0959,0.804,163.762,4,"power, tension, sadness","['power', 'tension', 'sadness']"
156,1cmWb9Gq6g6rDXYn6BfuKE,Somewhere Over The Rainbow,0,282299,0,Marie Earth Heart,['5lrfVtLwGtd055aUIJUgT5'],1938,0.358,0.395,6,-9.703,0,0.0303,0.895,0.00116,0.181,0.14,121.996,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
157,1f8KVgYmWmQkO0pGYsaHWL,Poeta do Sertão,0,190113,0,Paraguassu,['7zFoxDwHIHK3DrBudYc9Nl'],1938-12-01 00:00:00,0.629,0.176,6,-13.912,1,0.09,0.996,5.52e-05,0.18,0.375,119.022,4,"tension, sadness","['tension', 'sadness']"
158,1g3WQcp4bSetQr9MC9Pwfr,Dig a Little Deeper,0,161500,0,Sierra Nelson,['7nLIY86aCHjy4FAOPwd7J7'],1938,0.608,0.532,1,-13.875,1,0.0992,0.0512,0.0,0.118,0.8,203.922,4,"power, tension","['power', 'tension']"
159,1njD21eaoonVqy1wWBjFbI,Three Women Blues,0,176239,0,Frank Edwards,['4e6mVbcoxFRoufGe8SNJwL'],1938-01-12 00:00:00,0.483,0.323,7,-11.208,1,0.0711,0.809,0.129,0.332,0.606,168.788,4,"power, tension, sadness","['power', 'tension', 'sadness']"
160,1w1mhinRyr3imJjiOgaieQ,Until My Love Comes Down,2,186907,0,Sonny Boy Williamson II,['69VgCcXFV59QuQWEXSTxfK'],1938,0.574,0.317,2,-7.057,1,0.0484,0.994,0.84,0.211,0.667,83.565,4,"power, tension, sadness","['power', 'tension', 'sadness']"
161,1wgHSWq3NARRBrYoYRcNua,Prem Pujari Prem Pujaran,0,195924,0,Prof. Ramanand,['3PSU0djdkju4QPpP0M6Rje'],1938-12-31 00:00:00,0.338,0.263,1,-14.279,0,0.105,0.989,0.853,0.198,0.398,82.686,4,"power, tension, sadness","['power', 'tension', 'sadness']"
162,22qbiFtw62sQWIDzJDb2lL,Coco de Indaiá,0,166475,0,Paraguassu,['7zFoxDwHIHK3DrBudYc9Nl'],1938-12-01 00:00:00,0.665,0.248,7,-13.287,1,0.0762,0.996,0.00196,0.188,0.708,92.935,4,tension,['tension']
163,2AWZ8z8imPhFOqkJuhw7Qh,The Man Is Here Again,1,158617,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.807,0.308,8,-12.769,1,0.116,0.916,0.002,0.156,0.849,104.566,4,"power, tension","['power', 'tension']"
164,2FnSJPoTbC0wi1oYF8GhNx,Applause for Second Encore - Live,0,21040,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.208,0.999,10,-18.687,0,0.0635,0.895,0.858,0.953,0.00213,93.606,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
165,2H7m6mWjXbNBH6vspeBt9K,Conclusion - Live,0,15307,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.622,0.274,0,-22.603,0,0.952,0.963,0.0,0.131,0.737,169.654,4,"power, tension, sadness","['power', 'tension', 'sadness']"
166,2M0fYlQsvSVrjmGeMtdmjN,Somewhere Over the Rainbow,0,266315,0,Sierra Nelson,['7nLIY86aCHjy4FAOPwd7J7'],1938,0.491,0.104,8,-23.323,1,0.0325,0.934,0.000657,0.0941,0.177,79.621,4,"power, tension, sadness","['power', 'tension', 'sadness']"
167,2QkHZjv7p4qMDg7SEmWoTh,Reefer Man,2,174563,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.803,0.321,5,-13.454,1,0.135,0.945,0.00217,0.149,0.808,127.846,4,power,['power']
168,2TyJbaKWMFPgMYbmxmeTxu,How Am I To Know? - Instrumental,4,186240,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.655,0.0509,10,-22.048,1,0.0421,0.928,0.366,0.17,0.571,126.501,4,"power, tension, sadness","['power', 'tension', 'sadness']"
169,2U7EY0kwoUWSh81g2uLTVS,Crescendo in Drums,1,166417,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.614,0.549,0,-14.491,1,0.085,0.828,0.776,0.174,0.213,98.407,4,"power, tension","['power', 'tension']"
170,2Zdf95I9dnOHm0cIbffY3s,Kickin' the Gong Around,2,193123,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.792,0.144,5,-13.131,1,0.0669,0.986,2.13e-06,0.244,0.626,110.119,4,"tension, sadness","['tension', 'sadness']"
171,2m0u25biw6NMja6fdRfrTR,Bad Luck Blues,4,155467,0,Sonny Boy Williamson II,['69VgCcXFV59QuQWEXSTxfK'],1938,0.633,0.313,0,-7.297,1,0.0644,0.995,0.656,0.156,0.744,81.96,3,"power, tension","['power', 'tension']"
172,2pabknGhpzLLSeg5XqsWS1,Why Don't You Do Right? - Instrumental,4,191667,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.723,0.209,2,-14.226,0,0.0408,0.976,0.000577,0.334,0.744,128.693,4,"power, tension","['power', 'tension']"
173,2wwJelRqypyWPQ41kVGW0V,Shao Qing Jia Zhuang Tan Qi,0,389880,0,Lao Sai Bao Feng Ban,['2jbowZgjI0JgtjjH0Zwxqq'],1938-01-01 00:00:00,0.571,0.0556,1,-15.23,1,0.171,0.994,0.0,0.138,0.254,62.553,4,power,['power']
174,33U57R8Jvfz1j5BFDYDWhX,Aaj Mile Ban Men Banwari,0,200748,0,Ila Devi,['2bAFgQjVGKnnxImyMCiTWB'],1938-12-31 00:00:00,0.525,0.273,2,-9.689,1,0.0646,0.988,0.00176,0.24,0.628,93.681,4,"power, tension","['power', 'tension']"
175,38J49nZLydRsZG2F8g32Ze,Life Goes to a Party - Live,0,26773,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.702,0.205,10,-22.258,1,0.962,0.967,4.68e-06,0.124,0.729,78.835,5,"power, tension, sadness","['power', 'tension', 'sadness']"
176,38QMkuqwHmKcpWLLCGR2qq,Symphony - Instrumental,4,185427,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.641,0.114,8,-15.19,1,0.0346,0.983,0.058,0.241,0.441,104.329,4,"power, tension","['power', 'tension']"
177,3Akcy68FYgd465R0uwiBYo,"I've Never Been In Love Before - (from the musical ""Guys and Dolls"")",3,182587,0,Doris Day,['3ESG6pj6a0LvUKklENalT6'],1938,0.335,0.0929,7,-16.078,1,0.0365,0.951,1.8e-05,0.317,0.206,115.493,5,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
178,3G4gLi862SMGUJeeEp4L9M,Billy In The Low Ground (155-A),0,246831,0,Lead Belly,['3Ovf2lytXSXWFM2cwsJACC'],1938,0.535,0.325,9,-15.873,1,0.508,0.995,0.117,0.369,0.932,117.217,3,"power, tension, sadness","['power', 'tension', 'sadness']"
179,3IcXTeq9O2dpsSXsDj9naH,Pause Track - Live,0,5991,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"power, tension, sadness","['power', 'tension', 'sadness']"
180,3MlifJwBmM9YtlxhN982ZU,Toate trec,0,153234,0,Jean Moscopol,['71k9mSOkLnVSQ3mw3qIhTN'],1938-01-01 00:00:00,0.507,0.149,5,-14.837,0,0.051,0.989,0.00371,0.125,0.491,83.547,4,"power, tension","['power', 'tension']"
181,3TJPsNWGqvrM3Rryya9hVX,Tango des Roses,0,184790,0,"White Star, Jean Moscopol","['70nM9ixtEAtdmEQrmxgMHf', '71k9mSOkLnVSQ3mw3qIhTN']",1938-01-01 00:00:00,0.506,0.12,4,-11.685,1,0.0584,0.981,6.73e-05,0.295,0.456,110.825,4,"solemnity, power, tension, sadness","['solemnity', 'power', 'tension', 'sadness']"
182,3bfeTnVXGtZPprwhE14NQT,Portera Véia,0,179162,0,Paraguassu,['7zFoxDwHIHK3DrBudYc9Nl'],1938-12-01 00:00:00,0.474,0.133,1,-15.241,0,0.0522,0.996,0.059,0.109,0.25,168.926,4,sadness,['sadness']
183,3mZy9XoU9oR3ktZ01f4iv9,Nușa,1,194220,0,Cristian Vasile,['7FLIM5DxOgzvUQoEDVGJ1x'],1938-01-01 00:00:00,0.623,0.211,5,-14.033,0,0.0549,0.996,0.499,0.27,0.358,113.187,4,tension,['tension']
184,3oROTTvALUsNUoz4gQ08zy,"Where's Charley? Medley (with Ray Ellis & His Orchestra) - (from the musical ""Where's Charley"")",3,453480,0,"The Four Lads, Ray Ellis & His Orchestra","['3stlWzoChlEtbdZAz6CNC3', '3dbGVeXyDDMicb8wshAVyp']",1938,0.379,0.466,0,-12.995,1,0.0562,0.724,0.0,0.443,0.563,102.833,4,"tension, sadness","['tension', 'sadness']"
185,3r34Pd9cWMyKuOPBZk8P75,Tarzan of Harlem,1,168497,0,Cab Calloway,['03cwCzIWQ8BRmXjGPDAL04'],1938,0.748,0.431,5,-14.656,0,0.0752,0.8,0.00185,0.234,0.699,111.644,4,sadness,['sadness']
